text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword
Màu sắc:white Áo gì mà lủng sẳn 1 lỗ chà bá vậy??,màu_sắc white áo gì mà lủng_sẳn 1 lỗ chà_bá vậy ?,1,tiêu cực,màu_sắc white áo gì mà lủng_sẳn 1 lỗ chà_bá vậy ?,màu_sắc wh@@ ite áo gì mà lủng_@@ s@@ ẳn 1 lỗ chà_@@ bá vậy ?
Hàng hơi mỏng và khá cũ nhìn qua cứ tưởng hành trưng bày cho khách test qua vậy á 😣,hàng hơi mỏng và khá cũ nhìn qua cứ tưởng_hành trưng_bày cho khách test qua vậy á,1,tiêu cực,hàng hơi mỏng và khá cũ nhìn qua cứ tưởng_hành_trưng_bày cho khách test qua vậy á,hàng hơi mỏng và khá cũ nhìn qua cứ tưởng_@@ hành trưng_bày cho khách test qua vậy á
Mua 2 cái 1 cái thì oke còn 1 cái quá bẩn,mua 2 cái 1 cái thì oke còn 1 cái quá bẩn,1,tiêu cực,mua 2 cái 1 cái thì oke còn 1 cái quá bẩn,mua 2 cái 1 cái thì o@@ ke còn 1 cái quá bẩn
Đúng với mô tả:k đáng tiền Chất liệu:áo mỏng le mỏng lét thua cái áo 30 chục nữa chất cotton dữ chưa xấu tệ hại Màu sắc:trắng xấu xấu xấu,đúng với mô_tả không đáng tiền chất_lượng liệu áo mỏng_le mỏng_lét thua cái áo 30 chục nữa chất_lượng cotton dữ chưa xấu tệ_hại màu_sắc trắng xấu xấu xấu,1,tiêu cực,đúng với mô_tả không đáng tiền chất_lượng_liệu áo mỏng_le mỏng_lét_thua cái áo 30 chục nữa chất_lượng cotton dữ chưa xấu tệ_hại màu_sắc trắng xấu xấu xấu,đúng với mô_tả không đáng tiền chất_lượng liệu áo mỏng_@@ le mỏ@@ ng_l@@ ét thua cái áo 30 chục nữa chất_lượng cotton dữ chưa xấu tệ_hại màu_sắc trắng xấu xấu xấu
đặt size L mà giao kiểu gì vậy shop giờ mặc sao ??,đặt kích_cỡ l mà giao kiểu gì vậy shop giờ mặc sao ?,1,tiêu cực,đặt kích_cỡ l mà giao kiểu gì vậy shop giờ mặc sao ?,đặt kích_cỡ l mà giao kiểu gì vậy shop giờ mặc sao ?
"áo chất liệu quá tệ, chưa xài gì mới giặt 1 lần đã bị rách rồi. Không mua lại lần 2","áo chất_lượng liệu quá_tệ , chưa dùng gì mới giặt 1 lần đã bị rách rồi . không mua lại lần 2",1,tiêu cực,"áo chất_lượng_liệu quá_tệ , chưa dùng gì mới giặt 1 lần đã bị rách rồi . không mua lại lần 2","áo chất_lượng liệu quá_t@@ ệ , chưa dùng gì mới giặt 1 lần đã bị rách rồi . không mua lại lần 2"
Áo bị rách ạ :)) Giao hàng lâu,áo bị rách ạ giao hàng lâu,1,tiêu cực,áo bị rách ạ giao hàng lâu,áo bị rách ạ giao hàng lâu
"Đặt lần thứ 2 và khác vải , khác size .","đặt lần thứ 2 và khác vải , khác kích_cỡ .",1,tiêu cực,"đặt lần thứ 2 và khác vải , khác kích_cỡ .","đặt lần thứ 2 và khác vải , khác kích_cỡ ."
"Chất liệu:oonr Màu sắc:on Đúng với mô tả:sai Lạy thật sự luôn, ĐÂY LÀ ĐÁNH GIÁ THẬT TÌNH, áo form cực bé, đã vậy size S còn để (dưới 55kg) trong khi mình chỉ có sấp xỉ 50kg mà mang vào trông kh khác thì đần :)) Áo thì ngắn, nhỏ, tay áo ngắn.... đúng lạy cái tư vấn size báo thật sự?? 1 sao nhé :))","chất_lượng liệu oonr màu_sắc on đúng với mô_tả sai_lạy thật_sự luôn , đây là đánh_giá thật_tình , áo form cực bé , đã vậy kích_cỡ s còn để dưới 55 kg trong khi mình chỉ có sấp_xỉ 50 kg mà mang vào trông không khác thì đần áo thì ngắn , nhỏ , tay_áo ngắn . đúng lạy cái tư_vấn kích_cỡ báo thật_sự ? 1 sao nhé",1,tiêu cực,"chất_lượng_liệu oonr màu_sắc on đúng với mô_tả sai_lạy thật_sự luôn , đây là đánh_giá_thật_tình , áo form cực bé , đã vậy kích_cỡ s còn để dưới 55 kg trong khi mình chỉ có sấp_xỉ 50 kg mà mang vào trông không khác thì đần áo thì ngắn , nhỏ , tay_áo ngắn . đúng lạy cái tư_vấn kích_cỡ báo thật_sự ? 1 sao nhé","chất_lượng liệu o@@ on@@ r màu_sắc on đúng với mô_tả sai_@@ lạy thật_sự luôn , đây là đánh_giá thật_t@@ ình , áo form cực bé , đã vậy kích_cỡ s còn để dưới 55 kg trong khi mình chỉ có s@@ ấp_xỉ 50 kg mà mang vào trông không khác thì đần áo thì ngắn , nhỏ , tay_áo ngắn . đúng lạy cái tư_vấn kích_cỡ báo thật_sự ? 1 sao nhé"
"Áo nhiều bụi bẩn, mặc dính hết vào người, logo in trông đểu, xấu hơn màu trắng Đã mua trắng, xám, đen, vàng nâu thấy mỗi trắng ok còn màu khác vải thô, đen với xám dính hết vô người, xám đỡ hơn Giặt tổng 14 lần nước mà lau tí tay vẫn như ảnh lau bông, da mình mặc bị ngứa, lỡ giặt nên shop không cho đổi vì tin tưởng shop giặt 1-2 nước là hết","áo nhiều bụi bẩn , mặc dính hết vào người , logo in trông_đểu , xấu hơn màu trắng đã mua trắng , xám , đen , vàng nâu thấy mỗi trắng ok còn màu khác vải thô , đen với xám dính hết vô người , xám_đỡ hơn giặt tổng 14 lần nước mà lau tí tay vẫn như ảnh lau bông , da mình mặc bị ngứa , lỡ_giặt nên shop không cho đổi vì tin_tưởng shop giặt 1 2 nước là hết",1,tiêu cực,"áo nhiều bụi bẩn , mặc dính hết vào người , logo in trông_đểu , xấu hơn màu trắng đã mua trắng , xám , đen , vàng nâu thấy mỗi trắng ok còn màu khác vải thô , đen với xám dính hết vô người , xám_đỡ hơn giặt tổng 14 lần nước mà lau tí tay vẫn như ảnh lau bông , da mình mặc bị ngứa , lỡ_giặt nên shop không cho đổi vì tin_tưởng shop giặt 1 2 nước là hết","áo nhiều bụi bẩn , mặc dính hết vào người , logo in trông_@@ đểu , xấu hơn màu trắng đã mua trắng , xám , đen , vàng nâu thấy mỗi trắng ok còn màu khác vải thô , đen với xám dính hết vô người , xám_@@ đỡ hơn giặt tổng 14 lần nước mà lau tí tay vẫn như ảnh lau bông , da mình mặc bị ngứa , l@@ ỡ_@@ giặt nên shop không cho đổi vì tin_tưởng shop giặt 1 2 nước là hết"
"Chất liệu:dày Màu sắc:xanh , xám Đúng với mô tả:chất quá dày , màu bị bạc như áo cũ Chất quá dày , xấu , màu vải cũ . Ko đáng tiền , bề ngang lớn so với phom áo","chất_lượng liệu dày màu_sắc xanh , xám đúng với mô_tả chất_lượng quá dày , màu bị bạc như áo cũ chất_lượng quá dày , xấu , màu vải cũ . không đáng tiền , bề ngang lớn so với phom áo",1,tiêu cực,"chất_lượng_liệu dày màu_sắc xanh , xám đúng với mô_tả chất_lượng quá dày , màu bị bạc như áo cũ chất_lượng quá dày , xấu , màu vải cũ . không đáng tiền , bề ngang lớn so với phom áo","chất_lượng liệu dày màu_sắc xanh , xám đúng với mô_tả chất_lượng quá dày , màu bị bạc như áo cũ chất_lượng quá dày , xấu , màu vải cũ . không đáng tiền , bề ngang lớn so với phom áo"
Ở đây có ai như mình không ? Đặt theo size Shop cung cấp xong về bận ngắn tủn mà còn chật nữa Mình gửi lại và yêu cầu đổi size và sẽ chịu thêm phí nhưng Shop vẫn không chịu đổi giúp nên chả cần nhận lại nữa Tặng luôn cho Shop 4 áo đấy Tốn 400k xong nhận lại cục tức 🤣,ở đây có ai như mình không ? đặt theo kích_cỡ shop cung_cấp xong về bận ngắn tủn mà_còn chật nữa mình gửi lại và yêu_cầu đổi_kích_cỡ và sẽ chịu thêm phí nhưng shop vẫn không chịu đổi giúp nên chả cần nhận lại nữa tặng luôn cho shop 4 áo đấy tốn 400 k xong nhận lại cục tức,1,tiêu cực,ở đây có ai như mình không ? đặt theo kích_cỡ shop cung_cấp xong về bận ngắn tủn mà_còn chật nữa mình gửi lại và yêu_cầu_đổi_kích_cỡ và sẽ chịu thêm phí nhưng shop vẫn không chịu đổi giúp nên chả cần nhận lại nữa tặng luôn cho shop 4 áo đấy tốn 400 k xong nhận lại cục tức,ở đây có ai như mình không ? đặt theo kích_cỡ shop cung_cấp xong về bận ngắn tủ@@ n mà_còn chật nữa mình gửi lại và yêu_cầu đổi_@@ kích_cỡ và sẽ chịu thêm phí nhưng shop vẫn không chịu đổi giúp nên chả cần nhận lại nữa tặng luôn cho shop 4 áo đấy tốn 400 k xong nhận lại cục tức
"Mình mua 2 áo L, nhưng shop giao 1M, 1L 1 áo đã rách 1 lộ, may chỉ bao xung quanh để giao","mình mua 2 áo_l , nhưng shop giao 1 m , 1 l 1 áo đã rách 1 lộ , may chỉ bao xung_quanh để giao",1,tiêu cực,"mình mua 2 áo_l , nhưng shop giao 1 m , 1 l 1 áo đã rách 1 lộ , may chỉ bao xung_quanh để giao","mình mua 2 áo_@@ l , nhưng shop giao 1 m , 1 l 1 áo đã rách 1 lộ , may chỉ bao xung_quanh để giao"
áo đổi vải mới + thiết kế mới xấu vcl :))) tệ ơi là tệ ái thì lình phình không đẹp giặt một lần nhìn như nùi dẻ ói nếu có 0 sao và không đáng giá tiền thì áo này đứng đầu tiên,áo đổi vải mới thiết_kế mới xấu vcl_tệ ơi_là tệ_ái thì lình_phình không đẹp giặt một lần nhìn như nùi_dẻ ói nếu có 0 sao và không đáng_giá tiền thì áo này đứng đầu_tiên,1,tiêu cực,áo đổi vải mới thiết_kế mới xấu vcl_tệ ơi_là tệ_ái thì lình_phình không đẹp giặt một lần nhìn như nùi_dẻ ói nếu có 0 sao và không đáng_giá tiền thì áo này đứng đầu_tiên,áo đổi vải mới thiết_kế mới xấu v@@ cl@@ _t@@ ệ ơi_là tệ_@@ ái thì l@@ ình_@@ phình không đẹp giặt một lần nhìn như n@@ ù@@ i_d@@ ẻ ói nếu có 0 sao và không đáng_giá tiền thì áo này đứng đầu_tiên
"Ko phải cotton 100% mặc rất bí hơi nóng, size XL mà ôm người như size L( 74kg), bo cổ nhỏ mặc rất khó chịu","không phải cotton 100 mặc rất bí_hơi nóng , kích_cỡ xl mà ôm người như kích_cỡ l 74 kg , bo_cổ nhỏ mặc rất khó_chịu",1,tiêu cực,"không phải cotton 100 mặc rất bí_hơi nóng , kích_cỡ xl mà ôm người như kích_cỡ l 74 kg , bo_cổ nhỏ mặc rất khó_chịu","không phải cotton 100 mặc rất bí@@ _hơi nóng , kích_cỡ x@@ l mà ôm người như kích_cỡ l 74 kg , bo_@@ cổ nhỏ mặc rất khó_chịu"
"Đặt áo thì L giao á thì giao XL còn lấy cái mác L che chữ XL lại nữa chứ,tốn tiền đi bốp áo nữa chứ.bái bai à","đặt áo thì l giao_á thì giao_xl còn lấy cái mác l che chữ xl lại nữa chứ , tốn tiền đi bốp áo nữa chứ . bái bai à",1,tiêu cực,"đặt áo thì l giao_á thì giao_xl còn lấy cái mác l che chữ xl lại nữa chứ , tốn tiền đi bốp áo nữa chứ . bái bai à","đặt áo thì l giao_@@ á thì giao_@@ x@@ l còn lấy cái mác l che chữ x@@ l lại nữa chứ , tốn tiền đi bố@@ p áo nữa chứ . bái bai à"
"Đúng với mô tả:size m Chất liệu:thô Màu sắc:trắng Sản phẩm không giống lần 1 mình mua, chất vải cũng mỏng, cổ rộng , mình đặt cùng size như trước mà rất rộng, nói chung thất vọng","đúng với mô_tả kích_cỡ mình chất_lượng liệu thô màu_sắc trắng sản_phẩm không giống lần 1 mình mua , chất_lượng vải cũng mỏng , cổ rộng , mình đặt cùng kích_cỡ như trước mà rất rộng , nói_chung thất_vọng",1,tiêu cực,"đúng với mô_tả kích_cỡ mình chất_lượng_liệu thô_màu_sắc trắng sản_phẩm không giống lần 1 mình mua , chất_lượng vải cũng mỏng , cổ rộng , mình đặt cùng kích_cỡ như trước mà rất rộng , nói_chung thất_vọng","đúng với mô_tả kích_cỡ mình chất_lượng liệu thô màu_sắc trắng sản_phẩm không giống lần 1 mình mua , chất_lượng vải cũng mỏng , cổ rộng , mình đặt cùng kích_cỡ như trước mà rất rộng , nói_chung thất_vọng"
"Chất liệu:giặt 5,6 lần vẫn chưa hết lông áo dính vô người","chất_lượng liệu giặt_5,6 lần vẫn chưa hết lông áo_dính vô người",1,tiêu cực,"chất_lượng_liệu giặt_5 , 6 lần vẫn chưa hết lông_áo_dính vô người","chất_lượng liệu giặt_@@ 5,6 lần vẫn chưa hết lông á@@ o_d@@ ính vô người"
"áo giặc 2-3 lần ròii mà mặc nó vẫn còn dính cái vải đen đen của áo, mặc xog cởi raa dính dơ hết ng","áo giặc 2 3 lần ròii mà mặc nó vẫn còn dính cái vải đen đen của áo , mặc xog cởi raa dính dơ hết ng",1,tiêu cực,"áo giặc 2 3 lần ròii mà mặc nó vẫn còn dính cái vải đen đen của áo , mặc xog cởi raa dính dơ hết ng","áo giặc 2 3 lần r@@ ò@@ ii mà mặc nó vẫn còn dính cái vải đen đen của áo , mặc xo@@ g cởi ra@@ a dính dơ hết ng"
"Chất liệu:ko dung vs mô tả Đúng với mô tả:ko đúng vs mô tả shop bán hàng ko đúng như đã mô tả, sản phẩm tệ, ko nên mua. qua tệ","chất_lượng liệu không_dung với mô_tả đúng với mô_tả không đúng với mô_tả shop bán hàng_không đúng như đã mô_tả , sản_phẩm tệ , không nên mua . qua tệ",1,tiêu cực,"chất_lượng_liệu không_dung với mô_tả đúng với mô_tả không đúng với mô_tả shop bán hàng_không đúng như đã mô_tả , sản_phẩm_tệ , không nên mua . qua tệ","chất_lượng liệu không_@@ dung với mô_tả đúng với mô_tả không đúng với mô_tả shop bán hàng_không đúng như đã mô_tả , sản_phẩm tệ , không nên mua . qua tệ"
"Áo ránh cổ, hàng giao khá chậm 😌","áo ránh cổ , hàng giao khá chậm",1,tiêu cực,"áo ránh cổ , hàng giao khá chậm","áo r@@ ánh cổ , hàng giao khá chậm"
"Shop này ko bán áo như hình , vải rất xấu chứ ko như áo kirkland khác mình mua , Hic mua hơn 10 cái mà nhận hàng thực sự chán !!!!","shop này không bán áo như hình , vải rất xấu chứ không như áo_kirkland khác mình mua , hic mua hơn 10 cái mà nhận hàng thực_sự chán !",1,tiêu cực,"shop này không bán áo như hình , vải rất xấu chứ không như áo_kirkland khác mình mua , hic mua hơn 10 cái mà nhận hàng thực_sự chán !","shop này không bán áo như hình , vải rất xấu chứ không như áo_@@ kir@@ k@@ land khác mình mua , h@@ ic mua hơn 10 cái mà nhận hàng thực_sự chán !"
